scope,model,loaded,evaluated,skipped,mean_step_relevance,mean_step_coherence,mean_example_relevance,mean_example_coherence,all_steps_relevant_frac,all_steps_coherent_frac
geometry_50_all_eval,baseline_qwen_oob_geometry,50,45,5,0.5679012345679012,0.6790123456790124,0.5430241451397282,0.6081722536340699,0.06666666666666667,0.06666666666666667
geometry_50_all_eval,geometry_distilled_specialized,50,48,2,0.271356783919598,0.4371859296482412,0.25472507816257817,0.35414336820586817,0.0,0.0
geometry_overlap_43,baseline_qwen_oob_geometry,43,43,0,0.5550755939524838,0.6695464362850972,0.533009764293514,0.6000252266713134,0.06976744186046512,0.06976744186046512
geometry_overlap_43,geometry_distilled_specialized,43,43,0,0.27956989247311825,0.44623655913978494,0.2669024128326454,0.35850112419879865,0.0,0.0
